Nom,Pochette,Statut,Auteur,Genre,Durée,Durée d'écoute,Synopsis,Note,Site,Langue,Dernier épisode,MP3,Website,Youtube,RSS,Soundcloud,Spotify,Discord,Récompense,Citation,Recommandation,Bande-annonce,NSI 2022,NSI 2023,Message Insta,Auteurs,Listen Notes,Note Apple
Déconnecté.e.s en 2050,2050.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/-DkAxw5bisgfzus3lscWFw/mlQ9YTmYwIeVGQoK36f80DgSfYzKpWFmQjpovp3k1aFqo3087Mm-wDVnLKFBXccNAKr-kIXVSXR7gU8bx4gINgNRTz9laoivzD3pSfqDRzr-UmlFWaNLaj4LyjBJQ52CBOqo032_FpGOuuw7jZmEUg/EB0mXD0jvTQConEEQD52GOcb7-gcffIR8bcEkzOxON4),Terminé,Europod,"Science-Fiction,Policier",,Non définie,"Nous sommes en 2050 et la jeune Ezra est hyper-connectée à Infinity, un métaverse qui a transformé Bruxelles et facilite la plupart des actions de la vie de tout le monde. Presque tout le monde... Un jour, Ezra découvre des archives des années 2020 qui la mettent sur la piste d'un journaliste retraité : un déconnecté. C'est le début du voyage d'Ezra à la découverte des mystères d'un système oppressif et corrompu.",,https://shows.acast.com/deconnecteesen2050,Français,2/12/2022,,https://www.europod.eu/podcast/deconnecte-e-s-en-2050/,,https://feeds.acast.com/public/shows/deconnecteesen2050,,https://open.spotify.com/show/0hZdy2ofPlM2D8da9XGR0e,,,,Zeni1,,,,,Europod,,
"Demain, Le Soleil Se Couchera Deux Fois",demain.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/rlxq0OIQUGTi59lCzkTyog/Fl7JZif8R-wjq7TlQBtuECtnAjNvhWC0Ik9yVes8RNxOWYKk0AZGtpDZyQcN5nbY547S9Jgs-qcMoaYSHuFWEEk3zIXiR6Tb0hsviA0iF5aqvMiLO_4jpg2qqX5S9nhabM1jImOF1P_5sjW_K8EKjQ/2wWV4Y7ssRILsabUrJsA5qhqxfyibSayU2y1oNI0Nxg),Terminé,"Cyril Legrais,Andréa Brusque,Bababam","Science-Fiction,Action",1:56,1 h 56 min,"Du jour au lendemain, le monde devient totalement imprévisible : les toilettes changent constamment de place, les voitures n'avancent qu'à reculons, les chiens miaulent et nul ne peut dire où les avions vont atterrir une fois qu'ils ont décollé. Pour découvrir l'origine de ces phénomènes qui sèment la panique, Müller et Sally, un duo de choc en quête de reconnaissance, mènent une enquête internationale perturbée par la constante reconfiguration du monde. Déterminés à résoudre le mystère malgré l'adversité, le prudent Müller et l'impétueuse Sally peuvent compter sur Ana, une intelligence artificielle à l'ironie mordante, pour surmonter les catastrophes qui ne tardent pas à s'accumuler.",5,https://play.acast.com/s/demain-le-soleil-se-couchera-deux-fois,Français,16/8/2021,checked,https://podcast.allianz.fr/allianz-demain-le-soleil-se-couchera-deux-fois/,,https://rss.acast.com/demain-le-soleil-se-couchera-deux-fois,,https://open.spotify.com/show/3bY0wDY6maXX5vRhVGbbNV,,,,"Zeni1,Club écoute",https://sphinx.acast.com/demain-le-soleil-se-couchera-deux-fois/bande-annonce/media.mp3,,,,"Cyril Legrais, Andréa Brusque, Bababam",,
"Demain, Si On Passe La Nuit…",DemainSiOnPasseLaNuit.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/BcPUuqyogZOJeQS_ntiZQA/QYXof_Ns9NFdtW3j5O2faTck2fnKEN2Rx7uZyDKHui51YBwqoZ2xp_hkp1hRGV_TqdZgNENVApC1IbH8KCw2kXEw534YdaSyfxHk-n6OUpCdbp7WdtGc8R5H_rQBoShbaFBfLKSQDR281YOVo-7sbRxSFAcjVCe1k3i4cEqwzPk/l4EzPMtyFJDp15xANNu0Qf6XfTBHN-zT5S33BXjJ5Yo),Terminé,"icoste,Anna,Audiodidact","Documentaire,Drame",0:29,29 min,"Arthur et Mira sont un couple franco-ukrainien, iels habitent sur la Côte d'Azur. Iels vont voir la famille et les ami·e·s de Mira, à Kyïv et vont apprendre à y vivre une double-vie, c'est-à-dire s'abriter chaque nuit tout en vivant normalement le jour. Par Anna & icoste. Une fiction inspirée de faits réels.",,https://demain-si-on-passe-la-nuit.lepodcast.fr/,Français,24/8/2023,,https://demain-si-on-passe-la-nuit.lepodcast.fr/,https://www.youtube.com/watch?v=QKx7Uz2m1xQ,https://demain-si-on-passe-la-nuit.lepodcast.fr/rss,,https://open.spotify.com/show/61swP8kxGYM2srNDxYzAWb,,,,,,,,,"icoste, Anna, Audiodidact",,
Des contes à écouter,contes-a-ecouter.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/NA0RzLJPmU60eRvVpcB_yw/r3zAFdat6vGlY_XNB3BTGb0H2kJWVfBKUF-jxT-neaUnomYEKPFzafkuI0UHGmo6oHpDcXEVafF-W3O44lcDfJ7vMuDlqT8dH4pVXJYa-oi3xMPyRjZyMU3Gw_91Q4LOTuERaYaMvVNMUijTIxRaXQ/HPH1eMBbR6tILx9YawUXit5B7GEtl4Oi8LqYb5z04Pc),En cours,"Romain Dubrac,Nicolas Benita,Michaël Goncalves,RFI",Enfant,,Non définie,"Tous les enfants, petits et grands, voyageront aux quatre coins du monde grâce à ce recueil de contes radiophoniques. Des histoires racontées par la comédienne Éloïse Auria pour l'émission 8 milliards de voisins et en podcast : l'école à la radio. ",,https://www.rfi.fr/fr/podcasts/contes-%C3%A0-%C3%A9couter/,Français,,,https://www.rfi.fr/fr/podcasts/contes-%C3%A0-%C3%A9couter/,,https://www.rfi.fr/fr/podcasts/contes-%C3%A0-%C3%A9couter/podcast,,https://open.spotify.com/show/01DW5AiD58byTQ5Jfx7aGQ,,,,,,,,,"Romain Dubrac, Nicolas Benita, Michaël Goncalves, RFI",,
Des nouvelles de Philip K. Dick,kdick.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/_YX7jhw6vcwdqeWO6rl1jA/96MB-Ni_0lty8Gz4iEa4Ph56gjbNIiz-maE-2a3Iym9Kxg-4hM3dVBh5hQ2H70d-BYyEHTogSNRw4BUZvmi-iJSREjGRrbkRqVsN-KeCLtGdNUAR1jJNb4i_KEVjLp7zYMMvNREjkPtrpU6No8d4mQ/R9XGam1cHDO3l6ZtKwgujUH_z3bfioRiLwzowjBnXgI),Terminé,"Noël Simsolo,France Culture","Science-Fiction,Post-apo",4:35,4 h 35 min,"Des nouvelles choisies parmi la centaine écrites par un maître incontesté de la science-fiction. Mettant en scène mutants, envahisseurs ou androïdes, de l’allégorie politique à la fable philosophique, de la terreur à l’humour noir. Et toutes posent la question : qu’est-ce qui est réel ? ",,https://www.radiofrance.fr/franceculture/podcasts/serie-des-nouvelles-de-philip-k-dick,Français,,checked,https://www.radiofrance.fr/franceculture/podcasts/serie-des-nouvelles-de-philip-k-dick,,,,,,,,,,,,,"Noël Simsolo, France Culture",,
Des ombres sur Innsmouth,innsmouth.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/tgkT_lw25LF6ZvPIwoax8w/A4kzzeu-aSO845jwku1p3XrZl8wbrcY1tDQ_fRMLXxKh4ND7uoe4212jcfmZW9GYkcHIQ-Dh7Y66TX7K0r8zHN-Uo913bph2mmCX2ne52M_m0QrC6StNrR8Nrv9BJNCcEQ2LPkZ1zpYwgjLCH7dRvg/8f7oq0cEweLudH0A6VeTsuQ1191UNmu2xokM41qREmY),Terminé,"Étienne Valles,France Culture","Fantastique,Horreur",0:59,59 min,"Alors qu’il visite la Nouvelle-Angleterre et qu’il souhaite se rendre à Arkham, au Nord de Boston, le jeune narrateur décide de passer par Innsmouth, une cité lugubre dont les habitants ont mauvaise réputation. Arrivé sur place, il est tout d'abord frappé par l'odeur de poisson qui y règne et la vétusté des habitations. Le doute et la crainte commencent à s'imposer dans son esprit lorsqu'il se rend compte que la plupart des habitants ont un visage déformé et un comportement étrange. Obligé de rester pour une nuit dans l’unique hôtel de la ville, il comprend que quelque chose d'anormal se trame…",5,https://www.franceculture.fr/emissions/fictions-samedi-noir/des-ombres-sur-innsmouth-de-howard-phillips-lovecraft,Français,24/2/2018,checked,https://www.franceculture.fr/emissions/fictions-samedi-noir/des-ombres-sur-innsmouth-de-howard-phillips-lovecraft,,,,,,,,Zeni1,,,,,"Étienne Valles, France Culture",,
Détective Froussin,froussin.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/atfNOz3XfC3dAZXM-JGQ3A/Bh6erJKo2NCp-sFJ-fjZ9dTc-nThrtnOTUCdYp5Vdw5Nn6HaBnINj6TmnzlG1GbAETpm3kyaHwjoY0YIlc01WbM-pr80yL8392dSr6NkB1ObmP5GXenT2LvlfHk7ELREOg7rOQfIA2hsASPmXIuK2w/YSQ6OymNNeYdiuJ4vEGYARRI3xa3Rv-4VatqJobzA6A),En cours,"Joseph Roussin,Rémi Boyes","Policier,Humour",,Non définie,"Détective Froussin, depuis son petit bureau du XVIIIe arrondissement, nous livre le résultat de ses enquêtes.",,https://detectivefroussin.libsyn.com/,Français,,checked,https://detectivefroussin.libsyn.com/,,http://detectivefroussin.libsyn.com/rss,,,,,,,,,,,"Joseph Roussin, Rémi Boyes",,
Dianké,dianke.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ZBc9KfA62fg7Z4pinpB39w/RXRKTOYDG28c--cz0FaU_-teTWw2APWukxGKn3HcCeti0mUe76RRF9PuDJWo78GtWaPbP7vvhkgmhtQ3_bkLS8AUwRnenUUH50r_E-CXDKHu7PjRYXlW6tfJY8NaJjTVMUZxjAixZu8Qw96phk0g2A/p-M0xUGfXQdmitNkiLmHxmo29lzN8WjWlEjk7xHY1F0),Terminé,ONG RAES,Tranche-de-vie,3:29,3 h 29 min,"« Dianké » raconte l’histoire d’une jeune femme africaine indépendante et de caractère qui va se lancer en politique pour combattre la corruption. Dianké est licenciée après avoir refusé de céder à la corruption. Sous le coup de la colère, elle enregistre sur les réseaux sociaux une vidéo qui devient vite virale et change le cours de sa vie. À la suite du décès de son père, elle décide de s’engager en politique et se présente aux élections de sa ville natale face à son propre frère. Soutenue par une jeunesse qui rêve de changement, Dianké va se dresser contre tout un système politique. Entre corruption, secrets de famille, amour et campagne électorale, Dianké devient une femme de conviction et de combat, lanceuse d'alerte d'un nouveau genre, entraînant dans son sillage toutes les générations. Une fiction originale produite par l'ONG RAES à Dakar.",5,https://www.rfi.fr/fr/podcasts/diank%C3%A9/,Français,31/5/2020,checked,https://mkwaves.org/portfolio/dianke/,,,,,,,,Zeni1,https://aod-rfi.akamaized.net//rfi//francais//audio//modules//actu//202005//TEASER_DIANKE.mp3,,,,ONG RAES,,
Digression,digression.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/HmQrkvGwAVDviU2vNm2SvA/PVh4hriChCPMjZGfdsaZ7Oh1Wwg-PSMj8SpyNTf0ckydIwwryB3zYfZ7pXprT2BskHj0QV1Y-RiWFXnEEmqJPae19exN-yGxoZDmh52B--gWO3b5dXUrR7HZllxVFh80HeNjAIJGVoM_2aMZYOvk6g/FhcnD6YqQbeyCwRZWs8BZlb6IR2jHKUO93UTpmQhHRg),En cours,Audiodidact,Humour,0:23,23 min,"Quand on ne sait plus quoi dire, mais qu'on veut quand même le dire, on digresse et ça part en digression digressante qui dégraisse la déglutition dégoulinante d'une dégueulasse inspiration décrivant la distraction indéterminée d'une dynamique dantesque de destruction programmée de logique didactique adidedodudou.",,https://audiodidact.fr/fiction-sonore/digression-2021/,Français,,checked,https://audiodidact.fr/fiction-sonore/digression-2021/,https://www.youtube.com/watch?v=E82nW3DwFos&list=PLRPiA_JV--XfLGi7BGLhPX5pVzJVHf7ik,,,,,,,,,,,,Audiodidact,,
DigressionTober,digressiontober.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/c0iXcuNZCyw4yQ1DqE8-yQ/CpHl31CQ4eaoHDFPVBbHcF61zu7qTHYgvFDFUFwOMqX8_A0nAJcVGxmV76AWiaoqyx7rBK7YwKhXfgUZdRRK3dxnT8duURExaCKnboa94wjPjlojBFs-CwerRZezqhYNRb8vyteGVDHTRTFGYT_gZg/y5Vh1J-Jqc36gfJuGD81n72_xQCpl2HGlCoHSEr7xs8),Terminé,Audiodidact,Humour,1:35,1 h 35 min,Ce beau mois d’octobre. Le mois parfait pour chaque jour et de A à Z digresser et partir en digression digressante qui…,5,https://digressiontober.audiodidact.fr/,Français,,checked,https://audiodidact.fr/fiction-sonore/digressiontober-2021/,https://www.youtube.com/watch?v=cp_Jot7ktm8&list=PLRPiA_JV--Xe-tHBpVcFEP6ZQ8KlkUobG,,,,,,,,,4. Hors concours,,,Audiodidact,,
dis:appear,nocover.png (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/A18gRw1kQOq5_OAzNKu7cA/piRg5TsHz8l3WsZ2dvq1GkzPpObqoCz7k2EWB3P9cCXS0LA4R3D7TZLxvgChMet1Uq5VvodY5_sE_Z3EHDb3wN4oPiO6yQVweP2oQlVyMJXKP42gSFvsJB1M7Z1xILTSt9fpiLb44W0wHnB72HproQ/Yxdv5wTMzX0uMcUZf2ZOQ5JPYfckgjpI56DYWFvy1UY),Terminé,SilverSon,Science-Fiction,0:11,11 min,"2045. Larry Books, ingénieur en intelligence artificielle et en apprentissage profond, est en train de créer le cyberspace et développe une machine pour s’y connecter. Il décède lors d’un test prototypal. Alix Blue, son chef, reçoit une invitation de la part du défunt à le rejoindre dans le cyberspace, soupçonnant le bug, il décide tout de même d’accepter la requête et se connecte au cyberspace.",5,https://silverson.chibi-nah.net/histoires-dun-futur-imparfait/,Français,,checked,https://silverson.chibi-nah.net/histoires-dun-futur-imparfait/,,,,,,,,,,3. Noté,,,SilverSon,,
Docteur Bonobo Show,bonobo.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/9HB2g0_cy-oRdm3Qag0KWA/DDTPxZEDiY-uerfUDakAHMpJdvAx_msJT0C1Bz1wZyVftFJLpSsdl1dRgqsLnJ667DdbB4O0MAywls2Qt-0T065EzcZqoxZ2ZB6skQfb7o0avtx7NWeMADXX1yXPLaz5udrEf2D4bln0Zwp4QdTLEQ/1WZx7CW3uQiyv8qOu11-5W16YcOGjgNwegfchlOnT4M),Terminé,"Monsieur Za,Double Du","Humour,Action",,Non définie,"	Super-Vilain et génie du mal en pleine dépression, le Docteur Bonobo est en mal de conquête mondiale et d'asservissement des peuples. Pour arriver à son but, il s'est entouré d'une armée de clones (une de ses nombreuses créations), et de précieux alliés de tous horizons.",,https://www.youtube.com/watch?v=RNDLM1oR0UU&list=PLJzNvGT45xJyKMKlIFQeaN2uWFO3Bspyc,Français,8/4/2016,,https://www.youtube.com/watch?v=RNDLM1oR0UU&list=PLJzNvGT45xJyKMKlIFQeaN2uWFO3Bspyc,https://www.youtube.com/watch?v=RNDLM1oR0UU&list=PLJzNvGT45xJyKMKlIFQeaN2uWFO3Bspyc,,https://soundcloud.com/docteurbonobo/sets/saison-1-1,,,,,,,,,,"Monsieur Za, Double Du",,
Doppelgänger,doppelganger.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/wgybA1Lw1_gIvNEhX9liEg/awpsAKkXtSwvhdtgU6vyT29bvOGRPGX1sxKvodgPgWt4OS6lPzj_mgJvwpKRIz9hY-iIaq-Orw2KxzRoTYkDMwnS3tTKKWDovCD1SH_GJHNE5cMfKg7B3lQrr5Z0a6m4slQc-oNT-XBWUlObMz1wNw/zO1ZCp9Ij6t78DLKY7t4-rFDVuyIxqaCp3l8hTw8yTQ),Terminé,"Benjamin Abitan,France Culture",Science-Fiction,0:56,56 min,"Première mission pour Mars. Des humains vont poser le pied sur la planète rouge. Entre leurs désirs, leurs rêves, leurs illusions, il y a cette envie désespérée, mêlée de terreur, de faire la rencontre d'une autre forme de vie… Et que se passerait-il à ce moment-là pour eux ? Et sur terre ?",5,https://www.franceculture.fr/emissions/fictions-samedi-noir/doppelganger-de-tarik-noui-0,Français,26/1/2019,checked,https://www.franceculture.fr/emissions/fictions-samedi-noir/doppelganger-de-tarik-noui-0,,https://radiofrance-podcast.net/podcast09/rss_11496.xml,,,,,,Zeni1,,,,,"Benjamin Abitan, France Culture",,
Doulange,doulange.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/kInFygxJ4Ug4dGvN9Eem-w/uPze1_KPaHcGc_ZdNwF2SeK_hQ4ExzbRURtEshfvpb_3VFCOFRNaZ6y1S-9FTxZhcvh74lD6wc99NGvBezn5iV6gDTxP5tAZuF7heZYqjpYcfl1UHGRMiMFTA7wuq1hl8lNIK-n4pTsdh8Td3cPzpA/kle7ofYa31l2NeWFbyMu4cQgOgXQ-UYXCWAqEypojbU),Terminé,Caroline Prévinaire,"Policier,Tranche-de-vie",1:36,1 h 36 min,"Charlotte retourne dans son village natal pour enquêter sur la mort de sa mère, ancienne directrice de centrale nucléaire. Armée de son portable qui enregistre tout, elle comprend rapidement qu’elle n’est plus la bienvenue à Doulange, surtout à l’approche du vote sur la prolongation de l’unité 1.",5,https://www.rtbf.be/auvio/detail_doulange-episode-1-10?id=2421510,Français,13/11/2018,checked,https://www.rtbf.be/auvio/detail_doulange-episode-1-10?id=2421510,,,,,,,,"TJP2019,TJP,Zeni1",http://rtbf-pod.fl.freecaster.net/pod/rtbf/geo/open/H/HDKASlXb4q.mp3,,,,Caroline Prévinaire,,
Dr Jekyll & Mr Hyde,,Terminé,Blynd,"Licence,Policier",,Non définie,"Londres, 1883. La police est impuissante face à la vague de violence qui
 s’est installée dans les bas-fonds de la ville. Une ombre plane sur ces
 sordides affaires, une ombre dont on ose à peine murmurer le nom : 
Edward Hyde...",,https://smartlinks.audiomeans.fr/l/les-series-qui-secoutent--a73591c4,Français,,,https://smartlinks.audiomeans.fr/l/les-series-qui-secoutent--a73591c4,,,,,,,,Zeni2,,,,,Blynd,,checked
Dr LaMort ,mort.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/N_9_r61hPDgRHuzsPerNrg/-7ZL2ErKfjV8ctZ3n09DaFI1hLdyIyXTPED1gn5VXy6gJGDMptrfLG6iKGSEY3lTjK9hINzJu2LfqUjaA1BYE8TmuVa1E38O-2VWZl4J8eKWUVsfBakkJSbRt5pKfGn45pk84aNqXJutONK_pGGtqQ/mfPbUkPltLt22fHATw6xhqUMwg21XBfNuZjinTt9wSI),Terminé,Bababam,"Historique,Thriller,Documentaire",3:50,3 h 50 min,"C’est lorsque nous nous rendons chez le médecin que nous sommes le plus vulnérables. Nous nous fions à la personne qui tient le scalpel. Nous nous fions à l’hôpital. Nous nous fions au système. Christopher Duntsch était un neurochirurgien qui semblait très sûr de lui. Il prétendait être le meilleur de tout Dallas. Si vous aviez mal au dos et que vous aviez tout tenté, le Dr Duntsch pouvait vous offrir une chirurgie rachidienne et vous soulager de votre douleur. Mais très vite, ses patients rencontrèrent des complications, et le système de santé ne parvint pas à les protéger. D’où la question : qui, ou quoi ce système était censé protéger ?",,https://podcasts.apple.com/fr/podcast/dr-lamort/id1473538690,Français,,,https://www.bababam.com/wondery-dr-lamort,,,,,,,,,,,,,Bababam,,
Dracula,dracula.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/zDafX8Kt2Yrhwu-NHly9vA/jYwFFCM4bAcViZKdC7g8A9TOJC9wwO-vl_bP5aH-D5TIzQgnOOwx9Fw8d5FuLhuNUg-T696uQ9Xtwea8IssPtVZOXTNhnawVczXGjfgRuD4B7Z_a-1H_T_86uYX9QIZOKCSMgq80mRqLGRGtgWsszQ/Bvyuakn2-0hFoAajhVQ_VcgI3ZhZJeT5U2E91NIsExg),Terminé,"Mehdi B.,RTBF","Licence,Horreur,Fantastique",2:11,2 h 11 min,"Jonathan Harker, jeune notaire, est envoyé en Transylvanie pour rencontrer un client, le Comte Dracula. Malgré la bienveillance de son hôte, le jeune clerc ne peut qu'éprouver une angoisse grandissante. Très vite, il se rend à la terrifiante évidence : il est prisonnier d'un homme qui n'est pas un homme mais un vampire, et qui partira bientôt hanter les nuits de Londres...",,https://podcasts.apple.com/us/podcast/dracula/id1651580154,Français,26/10/2022,,https://auvio.rtbf.be/emission/dracula-24068,,https://feeds.audiomeans.fr/feed/2e169119-465b-4d7f-a3f5-c6393ed6c3bd.xml,,,,,,,,,,,"Mehdi B., RTBF",,
Dracula (concert-fiction),dracula.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/ImmPB0VAt2p6eatkUCtoug/W1KN8cUORCf-mKO1FDf4xXtn8pLgp9ZrP4mdf-T2OWRzvXZ3MRPaR2FDyjaPxLLsJH6wSdBBWuP6oNOmHOH0MEi3V3VnpbwmedhuNiyXTQXI71BUeeHJw-CfhE1z6m2fvpvQMURrjtUrq1l63alZsA/NdbBixwMcLW31CH-QMCXmpaBit7Kq4nOmMLvYrsNnF4),Terminé,"Stéphane Michaka,France Culture","Licence,Fantastique,Horreur",0:58,58 min,"Transylvanie, 1893. Invité du comte Dracula dans son château des Carpates, Jonathan Harker ne tarde pas à comprendre qu’il est prisonnier de son hôte. Dracula signe l’acte de vente qui le rend propriétaire d’une abbaye en Angleterre, puis il embarque sur une goélette avec des dizaines de caisses chargées de terre. Dans l’hôpital où il est soigné après son terrifiant séjour chez Dracula, Jonathan est rejoint par sa fiancée, la ravissante Mina. Rentrés à Londres, Mina et Jonathan reçoivent la visite d’un certain Van Helsing. Il leur apprend que Dracula a débarqué en Angleterre. Pour Mina Harker, c’est le début d’une lutte à mort avec le vampire… mais aussi avec ses propres démons.",,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/concert-fiction-dracula-de-bram-stoker-1194362,Français,26/6/2014,,https://www.radiofrance.fr/franceculture/podcasts/samedi-fiction/concert-fiction-dracula-de-bram-stoker-1194362,,,,,,,,,,,,,"Stéphane Michaka, France Culture",,
Dragon’s Flair,dragon-flair.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/NIOb3pANkTiAsNzROnOLkQ/OIXIs-PMxUawtBzqDIBwfgNBtzrD9IJmRCAC0yt06RJcmF3RsooCEl7-zjHgV5GvnRZ4-26ltQ3yidOytEHXVpJ0ecuyJEzhlJJzSe43vjPIoffUZQ1vj4XDMuE64sDm_5GlnCXWKy3ajzI84CTfYg/mQwwv-bkVs44ifKz7TpjJ4-weNPTJeHUfnImQ6cnECE),Terminé,Horine,Fantasy,0:29,29 min,"Vanihallia est un monde où la magie y est utilisée au quotidien dans les tâches de la vie courante. Sauf pour quelques personnes qui la pratiquent pour vivre ; ils sont appelés tout naturellement des Mages. Ces Mages se regroupent dans des guildes et effectuent diverses missions, comme mercenaire. Mais cette histoire se concentre sur le petit groupe d’une guilde qui se nomme « Dragon’s Flair ».",,https://podcloud.fr/podcast/dragonsflair,Français,,checked,https://aylion.fr/lecheminhorine/fictionsaudio/dragonsflair/,https://www.youtube.com/watch?v=H451UOGI5NQ&list=PLEwFqEEltwREoKwUyqXdtKVMij82TEQFa,https://dragonsflair.lepodcast.fr/rss,,,,,,,,,,,Horine,,
Duke Niké,duke.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/sQykeIuw_QCNE0lmNlwlIw/zy6o-Wv9K9ICdeC2rieSqAEw4OdSZLwtTBZKl1eVLhH2wxCDh8GRFqur_Si6n8qE9qzj-VjJ10uTKrpWaowfW3PfmgJ34VBEmkKEDBMvhq6V18v9xUyDkYUYCGyvjr0xRAi9fuOaTyxZ9YUPr28qzA/fNdxnM0xeFsBrJmMI8iqafeugC8PY_LKfvHMUEfytI0),Terminé,Aslag,"Humour,Licence",2:11,2 h 11 min,"Duke Niké et son meilleur ami Dan Johnson reprennent du service lorsque la Terre est pour la énième fois attaquée par des aliens. Cependant, cette fois-ci, les extraterrestres s'attaquent à notre époque en modifiant notre passé. Seul argument pour Duke de s'occuper de tout ceci : sa moto a été changée en tricycle. Il va y avoir des séquelles !!",,https://duketotchi.lepodcast.fr/,Français,,,https://www.facebook.com/duketotchi/posts/1374437132577884,,http://duketotchi.lepodcast.fr/rss,,,,,,20,,,,,Aslag,,
Dune pour les Nuls,dune.jpg (https://v5.airtableusercontent.com/v3/u/29/29/1716739200000/CMiCVtPT90aZ4Xl3M-CfMg/fmHHb1I_rQiKprImIIadcW_lFq8V4fN3H6Bx0BTodr-sHX_UV8tus0EYbCyeb6cj6C3_RsAXAhDbVT_uxhyN0tzY71pRGJd0Sj5jMgN90zy4rPCEArB114htlvkLQ8yZCg2DovT9acY7N1yt9EQY7A/BZCXYX2BucOVrOkfYhiy3u4J94Qmrm4kvKQ_3jbqLVo),Terminé,Leto75,"Science-Fiction,Parodie,Licence",,Non définie,"C’est une période de conspiration. L’infâme Empereur Shadam IV redoute que la nouvelle armée entraînée par le Duc Leto Atreides ne surpasse les capacités de ses propres Sardaukars, les Soldats de la Peur. Décidé à éliminer ce potentiel rival, l’Empereur met en place une terrible machination avec le concours de la vile Maison des Harkonnens. Les Atreides se verront remettre la désertique planète ARRAKIS en fief prenant ainsi la place que les Harkonnens occupaient depuis 80 ans. Ce que le Duc ne sait pas, c’est que les Harkonnens planifient une attaque de grande envergure, avec l’aide de l’Empereur et de la Guilde Spatiale. Le piège est sur le point de se refermer sur la Maison des Atréides. ",,https://dune-pour-les-nuls.lepodcast.fr/,Français,,,https://freganletohic.wixsite.com/dune,,https://dune-pour-les-nuls.lepodcast.fr/rss,https://soundcloud.com/fregan-stinson-le-tohic/sets/dune-pour-les-nuls,,,,,,,,,,Leto75,,
